"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","Cmp_Total","Att_Total","Cmp_percent_Total","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Tkl_Tackles","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Err","Fls","Fld","Off","Crs","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty"
"Bournemouth","Julio Soler",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Marcus Tavernier",8,676,2,1,3,2,0,0,1,1,1.4,2.4,20,31,51,0.27,0.13,0.4,0.27,0.4,0.14,0.18,0.32,0.14,2,14,5,35.7,1.86,0.67,0.14,0.4,21.2,213,278,76.6,1.4,1.2,-0.4,12,21,8,0,31,12,4,8,4,16,11,0,8,6,2,19,6,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Adrien Truffert",9,810,0,1,1,0,0,0,0.1,0.1,0.6,0.7,22,43,52,0,0.11,0.11,0,0.11,0.01,0.07,0.08,0.01,0,3,0,0,0.33,0,0,NA,25.6,373,470,79.4,0.6,0.5,0.4,6,33,11,9,43,17,9,13,8,25,38,0,10,8,0,39,11,14,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Enes Ünal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bournemouth","Ben Winterburn",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Kristoffer Ajer",4,389,0,1,1,0,0,0,0.5,0.5,0.7,1.2,6,15,6,0,0.23,0.23,0,0.23,0.12,0.16,0.27,0.12,0,7,2,28.6,1.62,0.46,0,0,15.6,105,153,68.6,0.7,0.5,0.3,1,7,3,0,15,13,9,4,3,16,17,0,1,2,0,2,19,11,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Fabio Carvalho",1,102,1,0,1,1,0,0,0.7,0.7,0,0.7,2,2,6,0.88,0,0.88,0.88,0.88,0.62,0,0.62,0.62,1,2,1,50,1.76,0.88,0.5,1,12.4,21,31,67.7,0,0,0,0,0,1,0,2,3,2,1,0,3,1,0,0,0,0,5,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Nathan Collins",10,900,0,0,0,0,0,0,0.3,0.3,0.5,0.8,2,19,1,0,0,0,0,0,0.03,0.05,0.08,0.03,0,5,3,60,0.5,0.3,0,0,9,363,434,83.6,0.5,0.4,-0.5,2,16,2,0,19,6,1,18,12,18,69,1,10,12,1,0,23,19,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Mikkel Damsgaard",8,633,1,1,2,1,0,0,0.5,0.5,1.4,1.9,15,33,28,0.14,0.14,0.28,0.14,0.28,0.07,0.2,0.28,0.07,1,7,4,57.1,1,0.57,0.14,0.25,19.6,194,295,65.8,1.4,1.3,-0.4,10,19,11,4,33,17,11,16,7,24,5,0,6,8,1,56,2,13,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Sepp van den Berg",10,900,0,0,0,0,0,0,1,1,0.1,1.1,4,18,6,0,0,0,0,0,0.1,0.01,0.11,0.1,0,5,3,60,0.5,0.3,0,0,7.3,367,409,89.7,0.1,0.2,-0.1,1,16,1,0,18,6,2,10,7,13,67,1,6,1,0,0,40,22,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Jordan Henderson",9,740,0,2,2,0,0,0,0.1,0.1,0.7,0.8,5,42,4,0,0.24,0.24,0,0.24,0.01,0.09,0.09,0.01,0,3,0,0,0.36,0,0,NA,22.7,335,425,78.8,0.7,0.8,1.3,6,37,7,3,42,7,3,7,6,13,16,0,6,4,1,17,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Rico Henry",1,173,0,0,0,0,0,0,0.1,0.1,0.1,0.3,12,2,11,0,0,0,0,0,0.07,0.07,0.13,0.07,0,2,0,0,1.04,0,0,NA,16.5,36,69,52.2,0.1,0.1,-0.1,1,1,1,0,2,4,4,0,2,6,4,1,2,2,0,7,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Aaron Hickey",2,187,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0.01,0,0.01,0.01,0,1,0,0,0.48,0,0,NA,30.8,69,87,79.3,0,0.1,0,0,6,2,0,4,4,2,3,1,5,5,0,2,2,0,0,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Vitaly Janelt",0,144,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,1,0,0,0,0,0,0.15,0.04,0.19,0.15,0,2,0,0,1.25,0,0,NA,17.1,62,82,75.6,0.1,0.2,-0.1,2,4,1,0,6,6,4,1,3,9,3,1,4,1,0,5,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Mathias Jensen",2,212,2,0,2,2,0,0,0.5,0.5,0.2,0.7,4,16,4,0.85,0,0.85,0.85,0.85,0.22,0.08,0.3,0.22,2,3,2,66.7,1.27,0.85,0.67,1,17.4,73,98,74.5,0.2,0.1,-0.2,3,13,4,0,16,8,6,2,1,9,8,0,0,1,2,11,2,4,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Michael Kayode",10,862,0,0,0,0,0,0,0.1,0.1,1.4,1.5,18,19,39,0,0,0,0,0,0.01,0.14,0.15,0.01,0,2,0,0,0.21,0,0,NA,14,310,414,74.9,1.4,1.1,-1.4,13,10,8,6,19,17,8,9,10,27,30,0,8,7,0,19,7,4,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Caoimhín Kelleher",10,900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,265,371,71.4,0,0,0,1,7,0,0,1,1,0,0,0,1,1,0,0,3,0,0,1,1,50,16,1.6,38,23,60.5,2,20,2,1,1,0,50
"Brentford","Keane Lewis-Potter",5,450,0,1,1,0,0,0,0.2,0.2,0.6,0.8,10,9,20,0,0.2,0.2,0,0.2,0.03,0.12,0.16,0.03,0,3,0,0,0.6,0,0,NA,22,102,140,72.9,0.6,0.4,0.4,5,6,4,2,9,7,5,1,2,9,14,0,5,7,0,16,2,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Antoni Milambo",1,45,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,8,11,72.7,0,0,0,0,2,0,0,3,3,1,2,0,3,0,0,0,0,0,0,2,1,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Reiss Nelson",0,16,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,3,0,0,0,0,0,0.32,0,0.32,0.32,0,1,1,100,5.63,5.63,0,0,22,10,10,100,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Frank Onyeka",0,92,0,1,1,0,0,0,0,0,0.1,0.1,2,4,2,0,0.98,0.98,0,0.98,0,0.12,0.12,0,0,0,0,NA,0,0,NA,NA,NA,28,36,77.8,0.1,0.4,0.9,1,7,0,0,4,2,0,0,0,2,3,0,3,3,0,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Dango Ouattara",6,552,2,0,2,2,0,0,2.5,2.5,0.7,3.2,16,7,40,0.33,0,0.33,0.33,0.33,0.41,0.12,0.53,0.41,2,17,5,29.4,2.77,0.82,0.12,0.4,12.7,63,131,48.1,0.7,0.4,-0.7,4,5,1,0,7,4,2,12,6,10,13,0,11,12,1,18,17,14,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Ethan Pinnock",2,155,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,51,71,71.8,0,0,0,0,5,0,0,2,2,1,5,2,4,7,0,0,2,0,0,3,5,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Kevin Schade",9,830,2,1,3,2,0,1,2.8,2,1.1,3.1,17,6,30,0.22,0.11,0.33,0.22,0.33,0.3,0.12,0.42,0.22,2,14,5,35.7,1.52,0.54,0.14,0.4,12.3,95,153,62.1,1.1,0.7,-0.1,11,5,3,1,6,17,9,5,5,22,5,0,16,9,3,7,26,23,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Thiago",10,832,6,0,6,4,2,2,4.4,2.9,1.1,4,4,8,29,0.65,0,0.65,0.43,0.43,0.48,0.12,0.6,0.31,6,20,10,50,2.16,1.08,0.2,0.4,13.7,104,146,71.2,1.1,0.2,-1.1,5,6,3,2,8,14,8,7,1,15,19,0,20,4,7,4,29,41,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brentford","Yehor Yarmoliuk",10,786,0,1,1,0,0,0,0.2,0.2,0.3,0.6,11,30,7,0,0.11,0.11,0,0.11,0.03,0.04,0.07,0.03,0,5,2,40,0.57,0.23,0,0,21.6,266,327,81.3,0.3,0.4,0.7,7,24,5,1,30,18,12,23,6,24,12,0,16,3,0,3,5,7,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Yasin Ayari",8,782,1,0,1,1,0,0,1,1,0.3,1.3,8,30,13,0.12,0,0.12,0.12,0.12,0.11,0.03,0.14,0.11,1,19,6,31.6,2.19,0.69,0.05,0.17,22.9,346,411,84.2,0.3,0.5,-0.3,8,20,5,1,30,18,11,5,12,30,10,1,10,12,0,18,4,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Carlos Baleba",9,571,0,0,0,0,0,0,0.1,0.1,0,0.2,6,10,7,0,0,0,0,0,0.02,0.01,0.03,0.02,0,8,0,0,1.26,0,0,NA,29.1,208,247,84.2,0,0.2,0,2,15,1,0,10,11,8,4,10,21,10,0,15,7,0,0,12,6,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Diego Coppola",0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,5,5,100,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Maxim De Cuyper",5,409,1,0,1,1,0,0,0.7,0.7,0.4,1.1,4,19,13,0.22,0,0.22,0.22,0.22,0.16,0.08,0.24,0.16,1,4,3,75,0.88,0.66,0.25,0.33,19.1,184,227,81.1,0.4,0.8,-0.4,5,11,6,2,19,7,4,5,3,10,11,1,7,7,1,15,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Lewis Dunk",10,900,0,0,0,0,0,0,0.6,0.6,0,0.6,5,34,1,0,0,0,0,0,0.06,0,0.06,0.06,0,8,0,0,0.8,0,0,NA,18.8,664,720,92.2,0,0.1,0,1,35,0,0,34,11,8,7,8,19,53,1,5,3,0,0,17,9,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Diego Gómez",5,457,2,0,2,2,0,0,1.6,1.6,0.7,2.4,5,12,20,0.39,0,0.39,0.39,0.39,0.32,0.15,0.47,0.32,2,10,5,50,1.97,0.98,0.2,0.4,22.2,115,150,76.7,0.7,0.1,-0.7,5,18,3,1,12,23,13,9,5,28,7,0,10,7,1,4,8,9,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Brajan Gruda",2,223,1,1,2,1,0,0,1.4,1.4,0.5,1.9,8,6,26,0.4,0.4,0.81,0.4,0.81,0.57,0.18,0.75,0.57,1,9,3,33.3,3.63,1.21,0.11,0.33,19.6,49,63,77.8,0.5,0.4,0.5,4,2,3,1,6,5,1,1,0,5,2,0,2,5,1,5,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Jan Paul van Hecke",10,900,1,0,1,1,0,0,0.6,0.6,0.1,0.8,21,76,3,0.1,0,0.1,0.1,0.1,0.06,0.01,0.08,0.06,1,5,3,60,0.5,0.3,0.2,0.33,16.5,606,698,86.8,0.1,0.3,-0.1,2,77,3,2,76,19,10,20,8,27,57,0,6,14,3,6,29,28,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Jack Hinshelwood",2,107,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,46,54,85.2,0,0,0,0,2,1,0,2,3,3,0,0,3,2,0,3,1,0,0,2,1,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Ferdi Kadioglu",6,647,0,0,0,0,0,0,0.3,0.3,0.4,0.6,20,31,34,0,0,0,0,0,0.04,0.05,0.09,0.04,0,4,2,50,0.56,0.28,0,0,18.1,239,297,80.5,0.4,0.7,-0.4,2,25,9,5,31,15,12,5,2,17,19,0,7,8,2,20,5,10,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Joe Knight",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Charalampos Kostoulas",0,16,1,0,1,1,0,0,0.2,0.2,0,0.2,1,0,2,5.63,0,5.63,5.63,5.63,1.4,0,1.4,1.4,1,2,1,50,11.25,5.63,0.5,1,10.9,4,8,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","James Milner",1,193,1,1,2,0,1,1,0.8,0,0.2,0.2,2,9,5,0.47,0.47,0.93,0,0.47,0.37,0.1,0.47,0,1,0,0,NA,0,0,NA,NA,NA,96,109,88.1,0.2,0.4,0.8,4,14,3,1,9,3,3,3,2,5,5,0,4,2,0,7,1,5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Yankuba Minteh",10,857,1,3,4,1,0,0,2,2,2.6,4.6,52,12,89,0.11,0.32,0.42,0.11,0.42,0.21,0.28,0.48,0.21,1,15,3,20,1.58,0.32,0.07,0.33,14.4,141,261,54,2.6,1.6,0.4,16,8,8,5,12,22,16,11,6,28,5,0,12,10,4,45,10,8,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Kaoru Mitoma",6,508,1,1,2,1,0,0,0.8,0.8,1.1,1.8,13,13,37,0.18,0.18,0.35,0.18,0.35,0.13,0.19,0.32,0.13,1,6,3,50,1.06,0.53,0.17,0.33,13,106,137,77.4,1.1,0.3,-0.1,7,5,7,2,13,3,3,5,2,5,4,0,11,3,1,8,3,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Matt O'Riley",2,177,1,0,1,0,1,1,1.2,0.4,0.2,0.6,0,5,11,0.51,0,0.51,0,0,0.61,0.1,0.72,0.21,1,3,1,33.3,1.53,0.51,0,0,22.2,51,61,83.6,0.2,0.2,-0.2,4,5,1,1,5,4,2,4,0,4,2,0,1,0,1,6,1,5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Nehemiah Oriola",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Georginio Rutter",7,604,0,2,2,0,0,0,0.4,0.4,1.8,2.2,14,29,27,0,0.3,0.3,0,0.3,0.06,0.27,0.33,0.06,0,9,5,55.6,1.34,0.75,0,0,20.3,102,146,69.9,1.8,1.3,0.2,8,15,6,0,29,7,3,8,2,9,11,0,9,10,5,3,6,8,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Stefanos Tzimas",0,84,0,1,1,0,0,0,0.4,0.4,0.5,0.8,1,1,4,0,1.07,1.07,0,1.07,0.4,0.49,0.89,0.4,0,3,0,0,3.21,0,0,NA,10.8,12,16,75,0.5,0.1,0.5,6,1,0,0,1,2,2,0,0,2,1,0,3,1,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Joël Veltman",4,324,0,0,0,0,0,0,0,0,0,0,5,14,2,0,0,0,0,0,0,0.01,0.01,0,0,0,0,NA,0,0,NA,NA,NA,80,108,74.1,0,0,0,1,11,0,0,14,15,7,5,8,23,15,0,2,9,1,3,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Bart Verbruggen",10,900,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,NA,0,0,NA,NA,NA,291,391,74.4,0.1,0,-0.1,1,6,1,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,100,15,1.5,36,23,61.1,1,10,1,1,0,0,0
"Brighton","Tom Watson",0,42,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0.08,0,0.08,0.08,0,1,1,100,2.14,2.14,0,0,26,10,14,71.4,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Danny Welbeck",7,628,6,0,6,6,0,1,4.2,3.4,0.3,3.7,5,8,21,0.86,0,0.86,0.86,0.86,0.6,0.04,0.64,0.48,6,13,7,53.8,1.86,1,0.46,0.86,17.9,107,140,76.4,0.3,0.5,-0.3,8,10,1,0,8,5,3,4,1,6,4,1,7,2,1,0,3,13,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton","Mats Wieffer",6,551,0,2,2,0,0,0,0.2,0.2,1.6,1.8,13,29,21,0,0.33,0.33,0,0.33,0.03,0.27,0.29,0.03,0,4,1,25,0.65,0.16,0,0,16.7,268,321,83.5,1.6,0.9,0.4,7,19,4,1,29,27,17,7,5,32,26,0,8,3,2,4,10,13,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Jaidon Anthony",10,806,4,1,5,4,0,0,2.1,2.1,0.4,2.5,19,12,38,0.45,0.11,0.56,0.45,0.56,0.24,0.04,0.28,0.24,4,13,8,61.5,1.45,0.89,0.31,0.5,14.5,169,245,69,0.4,0.6,0.6,8,12,6,3,12,14,7,14,7,21,10,2,8,14,3,20,4,11,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Ashley Barnes",0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Armando Broja",0,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,4,7,57.1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,3,5,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Jacob Bruun Larsen",4,392,0,1,1,0,0,0,0.1,0.1,0.6,0.7,7,7,29,0,0.23,0.23,0,0.23,0.03,0.14,0.17,0.03,0,4,1,25,0.92,0.23,0,0,24.9,84,112,75,0.6,0.5,0.4,2,5,4,2,7,3,2,3,2,5,7,0,0,0,2,10,3,8,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Josh Cullen",10,852,1,1,2,1,0,0,0.2,0.2,0.8,1,2,46,6,0.11,0.11,0.21,0.11,0.21,0.02,0.08,0.11,0.02,1,4,4,100,0.42,0.42,0.25,0.25,20.3,392,466,84.1,0.8,0.7,0.2,8,47,6,0,46,19,11,18,13,32,25,0,6,11,0,5,9,7,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Martin Dúbravka",10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,195,358,54.5,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,2,71.4,19,1.9,58,42,72.4,2,20,3,3,0,0,0
"Burnley","Marcus Edwards",0,14,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,2,0,0,0,0,0,0.36,0,0.36,0.36,0,1,0,0,6.43,0,0,NA,27.6,3,5,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Hjalmar Ekdal",6,533,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,0,0,0,0,0,0,0.03,0.02,0.06,0.03,0,3,1,33.3,0.51,0.17,0,0,8.4,138,165,83.6,0.1,0.2,-0.1,2,5,0,0,6,8,5,10,4,12,42,1,1,0,0,1,18,7,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Maxime Estève",10,891,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,20,1,0,0,0,0,0,0.02,0.03,0.05,0.02,0,4,1,25,0.4,0.1,0,0,13,298,341,87.4,0.3,0.4,-0.3,3,24,0,0,20,10,6,13,13,23,65,2,6,7,0,0,18,13,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Zian Flemming",3,277,2,0,2,2,0,0,0.9,0.9,0.2,1.1,1,1,12,0.65,0,0.65,0.65,0.65,0.3,0.06,0.36,0.3,2,6,3,50,1.95,0.97,0.33,0.67,16.9,32,58,55.2,0.2,0,-0.2,2,3,0,0,1,2,1,2,0,2,8,0,5,8,1,0,13,19,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Lyle Foster",7,579,2,1,3,2,0,0,1.3,1.3,0.7,2,7,6,32,0.31,0.16,0.47,0.31,0.47,0.21,0.1,0.31,0.21,2,8,2,25,1.24,0.31,0.25,1,14.2,66,107,61.7,0.7,0.2,0.3,6,6,1,0,6,5,5,2,0,5,9,0,13,8,6,3,14,29,32.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Quilindschy Hartman",10,897,0,4,4,0,0,0,0.1,0.1,1.2,1.4,3,27,26,0,0.4,0.4,0,0.4,0.01,0.13,0.14,0.01,0,4,2,50,0.4,0.2,0,0,24.6,262,379,69.1,1.2,1.3,2.8,10,19,9,5,27,20,13,9,14,34,38,0,6,1,1,40,6,9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Bashir Humphreys",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Josh Laurent",6,561,0,0,0,0,0,0,0.2,0.2,0.2,0.3,7,12,11,0,0,0,0,0,0.02,0.03,0.05,0.02,0,5,2,40,0.8,0.32,0,0,23.2,139,185,75.1,0.2,0.2,-0.2,1,9,1,0,12,4,2,11,14,18,15,0,7,2,1,4,7,6,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Florentino Luís",6,567,0,1,1,0,0,0,0.3,0.3,0.2,0.5,2,24,4,0,0.16,0.16,0,0.16,0.05,0.03,0.08,0.05,0,3,0,0,0.48,0,0,NA,20.3,218,249,87.6,0.2,0.1,0.8,5,20,1,0,24,26,14,14,10,36,15,0,10,2,1,2,5,12,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Hannibal Mejbri",3,273,0,1,1,0,0,0,0.2,0.2,0.7,0.9,7,7,9,0,0.33,0.33,0,0.33,0.05,0.24,0.29,0.05,0,3,0,0,0.99,0,0,NA,20.8,59,78,75.6,0.7,0.5,0.3,3,6,3,1,7,9,5,4,2,11,2,1,6,11,1,4,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Oliver Sonne",1,104,0,0,0,0,0,0,0,0,0,0.1,0,4,3,0,0,0,0,0,0.03,0.03,0.06,0.03,0,1,0,0,0.87,0,0,NA,19.9,19,29,65.5,0,0.1,0,1,1,2,1,4,1,1,0,1,2,2,0,1,0,0,3,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burnley","Loum Tchaouna",4,374,1,0,1,1,0,0,0.3,0.3,0.1,0.5,4,9,15,0.24,0,0.24,0.24,0.24,0.08,0.03,0.11,0.08,1,6,2,33.3,1.44,0.48,0.17,0.5,19.9,63,92,68.5,0.1,0.2,-0.1,1,5,7,2,9,6,4,3,1,7,7,0,3,6,1,5,8,6,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
